0,1,2,3,4,5,6,label
-0.805249,0.6096022,-0.9466023,-0.24046347,-0.13721675,-0.5636439,-0.06773649,1
0.38961792,0.5240366,-0.9566534,-0.06857386,-0.27800983,-0.6812743,0.19361967,0
-0.35994887,0.44673595,-0.96513426,-0.6204026,-0.28425452,-0.3172911,-0.42176002,0
-0.7059149,0.4721393,-0.95783573,-0.4211871,-0.1197723,-0.45474115,0.08300674,0
-0.10279536,0.44432154,-0.96876675,-0.7274642,-0.5080159,-0.4748952,-0.1315278,0
-0.97765124,0.62992907,-0.93576866,0.0090203285,-0.38135976,-0.47251427,-0.008028671,1
-0.77833664,0.5163363,-0.95173085,-0.3516205,-0.12049769,-0.35395452,0.3573961,0
-0.59217036,0.56509924,-0.95637935,-0.45746997,-0.0765059,-0.5975798,-0.22748683,1
-0.82302463,0.48341015,-0.95322746,-0.21929277,-0.2746779,-0.45417327,-0.15647289,1
-0.79534644,0.33392373,-0.9644104,-0.34443092,-0.24801835,-0.40572962,-0.11400024,0
-0.6278389,0.90692306,-0.9261972,-0.4152075,0.030865818,-0.5050804,-0.2691669,1
-0.7623472,0.59102,-0.948563,-0.28611973,-0.15478122,-0.5195511,-0.1422019,1
-0.8005894,0.42155302,-0.9563717,-0.25599867,-0.3369554,-0.43728542,-0.2697007,1
0.1083343,0.117875785,-0.9892157,0.03963712,0.47822976,-0.30873615,-0.5476376,0
0.41083896,0.33861804,-0.91536164,0.04228571,0.28954685,0.26471037,-0.6635984,0
-0.5503082,0.38663596,-0.96847475,-0.66487396,-0.006213799,-0.4048344,-0.03658358,0
-0.6620282,0.33897108,-0.9691934,-0.50562334,-0.15585019,-0.42763898,0.08577655,1
-0.7940907,0.5361259,-0.9509437,-0.27627185,-0.17451891,-0.50687784,0.19450992,1
-0.81996053,0.6414286,-0.941777,-0.31142744,-0.07375042,-0.4903437,0.3409067,0
-0.54753566,0.39191455,-0.9697651,-0.6251923,-0.14598316,-0.49135762,-0.2732534,0
-0.87404865,0.6376767,-0.9413075,-0.21825317,-0.12832868,-0.52525777,0.1911577,1
-0.7771269,0.3858248,-0.96168786,-0.321131,-0.26602536,-0.4326841,-0.078299224,1
-0.8471832,0.65325785,-0.9394342,-0.11462802,-0.3217439,-0.46524748,-0.14007317,1
0.028239429,0.27667278,-0.9850277,-0.42770946,-0.46422544,-0.60307336,0.19773415,0
-0.6773809,0.2942385,-0.9716857,-0.51006174,-0.15700267,-0.38124374,0.107153594,0
1.0,0.66725737,-0.9413064,0.117390186,-0.34537637,0.08921385,0.13704434,0
0.8000288,0.70873505,-0.95663875,-0.344924,-0.8712765,-0.5607334,0.59733266,0
-0.693735,0.47368988,-0.95862436,-0.44053185,-0.11415037,-0.4848718,0.0018924922,1
-0.68177325,0.2934411,-0.97274685,-0.48975343,-0.16727643,-0.40460795,0.07898499,0
-0.3518478,0.90276945,-0.93249345,-0.62407905,-0.014433384,-0.42023516,-0.62457323,1
-0.012999117,0.672747,-0.9567025,-0.4438988,-0.668128,-0.41805357,-0.204545,0
-0.63021743,0.6852064,-0.9451854,-0.34115565,-0.1354259,-0.57777023,-0.28857687,1
-0.8342721,0.42205593,-0.95771664,-0.16730197,-0.4174739,-0.50057095,-0.34378892,1
-0.72635585,0.28538185,-0.9694768,-0.3606314,-0.3518409,-0.4056639,-0.2893731,1
-0.8309707,0.45003635,-0.95513827,-0.18574314,-0.37211046,-0.47522044,-0.29729733,1
-0.6552613,0.25855047,-0.97555745,-0.548599,-0.15141365,-0.39724803,0.016290113,0
0.4325359,0.3887877,-0.96705973,-0.24287565,-0.6299013,-0.9015617,0.39640737,0
-0.6126612,0.6063514,-0.9439875,-0.24271491,-0.38669357,-0.21916102,-0.13619843,1
-0.5213687,0.34700653,-0.9734417,-0.70507723,-0.04928729,-0.47287396,-0.057040587,0
-0.86761785,0.5837276,-0.9452301,-0.110762775,-0.313874,-0.52626187,-0.2325035,1
-0.7627436,0.35931873,-0.9645507,-0.30181938,-0.326527,-0.47194794,-0.32834843,1
-0.73166364,0.55272096,-0.951482,-0.34955654,-0.15596464,-0.49268615,0.059861287,1
-0.8064827,0.3949762,-0.9597223,-0.23779234,-0.39064988,-0.36232007,-0.19030742,1
-0.69060194,0.6945089,-0.9370244,-0.2837692,-0.2766989,-0.2732552,-0.21515578,1
0.68821836,0.33790135,-0.98775494,0.07965124,-0.17961249,-0.75683594,0.16723242,0
0.5687071,0.37558505,-0.96761656,0.6968834,0.3962353,-0.3971265,-0.32187852,0
0.99885917,0.48018795,-0.97618246,0.17058879,-0.17449415,-0.7081056,0.17995831,0
-0.8413005,0.59169364,-0.936699,-0.102431834,-0.41806734,-0.21147494,0.12376258,1
-0.8540859,0.4311514,-0.95494914,-0.122522265,-0.44654334,-0.47105187,-0.3380792,1
-0.38238293,0.6065069,-0.9561533,-0.65807605,-0.15379512,-0.4640569,-0.48465246,0
0.06129968,0.5723879,-0.95824635,-0.6850902,-0.37587973,-0.24007802,-0.39815333,0
-0.6803849,0.46618906,-0.95622355,-0.42475182,-0.18002191,-0.33650872,0.013315693,0
-0.7657926,0.5397299,-0.9510648,-0.28585213,-0.20908475,-0.48597324,0.023330495,1
-0.71821725,0.51633096,-0.95255077,-0.50283295,0.03664154,-0.41259658,0.4594183,0
-0.8125716,0.38160267,-0.9545871,-0.18676254,-0.4655432,-0.2603264,-0.12194087,1
-0.6535114,0.3302315,-0.95868677,-0.5207924,-0.2049007,-0.18752979,0.14426655,0
-0.5417982,0.50598645,-0.96081525,-0.5664827,-0.21840787,-0.46376875,-0.3386405,0
-0.7406352,0.7621286,-0.93697035,-0.3080039,-0.048875466,-0.5636182,-0.09868205,1
-0.69316083,0.25537235,-0.97462046,-0.47602308,-0.2244293,-0.39586207,-0.083504066,0
-0.974826,0.5559445,-0.9391581,0.042764574,-0.5039799,-0.34636328,-0.099208705,1
-0.7627959,0.42528623,-0.9592653,-0.3159044,-0.24720664,-0.43105093,-0.24180959,1
-0.79654086,0.37923256,-0.9624293,-0.23740306,-0.3892514,-0.47785786,-0.48264188,1
-0.45170343,0.5843125,-0.95468336,-0.67633486,-0.0396761,-0.38295323,-0.2954946,0
-0.49519348,0.81016356,-0.9392863,-0.4692015,0.0189659,-0.5650873,-0.179514,1
-0.63352996,0.29717332,-0.972744,-0.56268287,-0.1277634,-0.38401005,0.07113886,1
-0.7066128,0.58978593,-0.9502658,-0.35778412,-0.12647781,-0.5515864,-0.1830202,1
0.10697788,0.30743968,-0.98386467,-0.2324383,-0.32533956,-0.5440465,0.049811617,0
-0.8760606,0.5723785,-0.944628,-0.18694063,-0.22185206,-0.4886059,0.19025874,1
0.20312947,0.7850288,-0.95287627,-0.4101917,-0.37861592,-0.5502179,-0.35242623,1
-0.7563217,0.32839125,-0.96651554,-0.26268142,-0.42718166,-0.4706363,-0.45215124,1
-0.71417725,0.4269713,-0.96095186,-0.3574162,-0.2528714,-0.46449742,-0.26948026,1
-0.67270255,0.59652406,-0.94384235,-0.3899699,-0.23730598,-0.24878964,-0.11570202,0
-0.6393835,0.43191576,-0.9628373,-0.561651,-0.023274988,-0.4479894,0.12262146,0
-0.75292575,0.68210286,-0.94007444,-0.30248272,-0.12641028,-0.46734107,0.14828911,1
-0.73182046,0.47863197,-0.95684934,-0.42466545,-0.1345976,-0.4732529,0.09555575,1
-0.41072446,0.3969416,-0.9707885,-0.73137736,-0.14380059,-0.39071476,-0.59173656,0
0.4985187,0.6270778,-0.95924884,-0.3879275,-0.6287557,-0.58430356,0.36575812,0
-0.79747313,0.38958448,-0.957418,-0.2983432,-0.2669888,-0.35560104,0.008291587,0
-0.8644108,0.43264088,-0.9500389,-0.058300763,-0.5610682,-0.35575008,-0.43699032,1
-0.69714624,0.21407285,-0.9763438,-0.443845,-0.32056785,-0.35944134,-0.3290348,0
-0.8253969,0.46817222,-0.95222145,-0.21109144,-0.31990045,-0.4484535,-0.16426353,1
-0.13166541,0.23385346,-0.98477376,-0.3891263,-0.25486878,-0.5370019,-0.047820985,0
-0.8530501,0.57794905,-0.9427986,-0.25444365,-0.21494867,-0.38556516,0.2815681,1
-0.785634,0.3304515,-0.8242933,-0.26520124,-0.5575875,0.27569258,0.561808,1
-0.48364612,0.3954447,-0.9714188,-0.68958545,-0.015358269,-0.48170334,-0.12753095,0
-0.8062286,0.3875058,-0.95984083,-0.25353986,-0.34958467,-0.42460778,-0.1484422,1
-0.792811,0.5803243,-0.9480299,-0.28397393,-0.15078866,-0.5224598,-0.029201373,1
-0.54168344,0.48217297,-0.9605443,-0.5818791,-0.13724697,-0.46837276,-0.07707187,0
-0.8539063,0.54888415,-0.94569874,-0.1643743,-0.29678255,-0.46151805,-0.13573606,1
-0.9319231,0.6421541,-0.93838865,-0.050075978,-0.30027995,-0.5106139,0.08634746,1
-0.7047579,0.29264128,-0.96933454,-0.48216188,-0.19876757,-0.3901537,0.062425524,0
-0.6689352,0.23620461,-0.9762168,-0.5073867,-0.22102383,-0.37605992,-0.119481064,0
-0.806502,0.46293324,-0.9512379,-0.21689594,-0.36536437,-0.33437183,-0.13904129,1
0.23001075,0.4085317,-0.9693994,-0.11787139,-0.44026273,-0.44523248,0.3005657,0
-0.73031634,0.25149423,-0.9711857,-0.43236026,-0.2804107,-0.30509657,-0.105481066,0
-0.7346424,0.52400666,-0.953226,-0.3434794,-0.15921345,-0.44447067,0.055229664,1
-0.91466856,0.5655657,-0.9450608,-0.0714176,-0.34413284,-0.5147948,-0.1633989,1
-0.86483693,0.48048046,-0.951708,-0.16116275,-0.32830578,-0.4511941,0.0058374256,1
-0.6514039,0.26203033,-0.9752325,-0.57578856,-0.11488982,-0.37141845,0.18806624,0
0.37762654,0.28831935,-0.97245497,-0.18094623,-0.26826695,-0.6716699,0.16776544,0
-0.8855488,0.6303638,-0.9378023,-0.20302396,-0.17777231,-0.34319264,0.32492816,0
-0.7576783,0.36828178,-0.96233356,-0.37107703,-0.24489768,-0.3917184,-0.059030868,1
-0.6126938,0.3664068,-0.9694377,-0.53597915,-0.13013437,-0.46903002,-0.10199401,1
-0.65797895,0.82301486,-0.9335998,-0.37944585,0.007514611,-0.5543538,-0.12199153,1
-0.857993,0.5259872,-0.9493338,-0.21756467,-0.23845711,-0.48731652,0.012421429,1
-0.098537266,0.38963196,-0.97809976,-0.6588306,-0.57839394,-0.54442894,-0.20802481,0
-0.68924963,0.21267316,-0.97328454,-0.4341867,-0.3595633,-0.30746508,-0.3465512,0
-0.33789444,0.6738873,-0.95085746,-0.57070804,-0.41506833,-0.49392736,-0.46396637,0
-0.71902406,0.4501129,-0.96024156,-0.40440625,-0.15181649,-0.49197534,0.11690864,1
-0.6971903,0.37183636,-0.96535563,-0.418566,-0.20227821,-0.38952708,-0.11980829,0
-0.7718973,0.34120113,-0.96411157,-0.22770263,-0.44402435,-0.46253988,-0.43100712,1
-0.72973585,0.36466902,-0.96431786,-0.48313248,-0.106083676,-0.39304838,0.25391242,0
-0.7733365,0.3302768,-0.96530783,-0.2628156,-0.40814933,-0.43431967,-0.31935078,1
-0.82657385,0.3624577,-0.96068704,-0.16982602,-0.47487694,-0.4606726,-0.48011526,1
-0.76022327,0.67095554,-0.93581,-0.18369314,-0.34996003,-0.3120103,-0.3821056,1
-0.56610906,0.54728913,-0.95708203,-0.6166073,0.02841267,-0.46675137,-0.07281348,0
0.13474005,0.47390863,-0.9669762,-0.2989526,-0.4077763,-0.5577641,0.083941594,0
-0.70334566,0.44350088,-0.9609211,-0.42944258,-0.14075121,-0.47883156,-0.015080787,1
-0.46276355,0.41623968,-0.96815896,-0.6861776,-0.16323411,-0.3897742,-0.20644706,0
-0.6858509,0.41617346,-0.96342176,-0.48920894,-0.110920146,-0.4765721,0.09357673,0
-0.09624484,0.7320725,-0.93673223,-0.46375287,-0.568959,0.052870005,-0.13505739,0
-0.84824204,0.38999817,-0.95369273,-0.1092875,-0.53584146,-0.3260464,-0.40074086,1
-0.18032941,0.64035845,-0.95685637,-0.70151544,-0.38694143,-0.43314862,-0.14287183,0
-0.8282876,0.5403822,-0.94992256,-0.22999977,-0.23014113,-0.5141696,-0.20743454,1
-0.89549315,0.5358947,-0.94634783,-0.057750702,-0.42215282,-0.44672495,-0.17754969,1
-0.626852,0.29579937,-0.9738902,-0.53305995,-0.19039348,-0.43863702,-0.21302481,1
-0.75421655,0.3522863,-0.96514046,-0.3599194,-0.2544501,-0.36950326,-0.17573719,0
-0.13718215,0.25918716,-0.9816123,-0.11559963,0.32910246,-0.4086477,-0.50962764,0
-0.82686806,0.42798737,-0.9521605,-0.11114651,-0.5191405,-0.26794523,-0.16843757,1
-0.6423514,0.5606872,-0.9542639,-0.50348234,-0.012876242,-0.5227283,0.04689482,0
-0.6364645,0.5491814,-0.9559254,-0.37372562,-0.15797004,-0.5366864,-0.32570326,1
-0.116294056,0.35873073,-0.97885555,-0.6568662,-0.4907147,-0.5184751,-0.15072033,0
0.33938646,0.5517669,-0.9350981,0.09509987,-0.21859083,-0.026129216,-0.38122952,0
-0.08388689,0.5211039,-0.9676174,-0.56652033,-0.6701442,-0.42341867,-0.27460623,0
-0.6797219,0.26733816,-0.9738717,-0.5238867,-0.15832533,-0.36446202,0.12867674,0
-0.8385236,0.49030602,-0.9512731,-0.17686708,-0.34608662,-0.45207775,-0.0068370774,1
0.07803482,0.238514,-0.9745384,-0.33005536,-0.37268412,-0.68071073,0.33084378,0
-0.68947935,0.24935837,-0.9743238,-0.48312142,-0.22467485,-0.35762635,-0.01615806,0
-0.61944026,0.6701032,-0.9457251,-0.42559648,-0.06952377,-0.5221453,-0.37239224,1
-0.8804873,0.601879,-0.9424556,-0.1684095,-0.22813697,-0.4390499,0.27267691,1
-0.3759122,0.43057254,-0.9709538,-0.72761977,-0.22847721,-0.44736785,-0.4593502,0
-0.59926015,0.32653296,-0.9714667,-0.661359,-0.023513466,-0.37908247,0.1889508,0
-0.879337,0.44179153,-0.9553992,-0.13533707,-0.38409978,-0.4943904,-0.34021583,1
-0.5344502,0.30529645,-0.9747867,-0.7206583,-0.06131737,-0.38133305,-0.071987435,0
-0.8531669,0.41761404,-0.9561629,-0.17135061,-0.38245803,-0.43174344,-0.09340426,1
-0.72704244,0.23511761,-0.97042686,-0.40703762,-0.3524173,-0.25650167,-0.21379827,0
-0.8352274,0.5138372,-0.9509596,-0.16002133,-0.31050763,-0.50487304,-0.21631956,1
-0.38970065,0.6176321,-0.9510496,-0.29352,-0.26681906,-0.367716,-0.10997517,1
-0.81810474,0.5722817,-0.94746214,-0.28306025,-0.118441515,-0.52171177,0.23009318,1
-0.95524895,0.5419142,-0.93536896,0.06278512,-0.5742383,-0.24737237,-0.14577116,1
-0.8311751,0.44902578,-0.955319,-0.19214761,-0.36969644,-0.45450065,-0.31508112,1
-0.804131,0.75738955,-0.93330806,-0.27060398,-0.07840817,-0.5072359,0.15816176,1
-0.63801694,0.6297651,-0.94962823,-0.39563984,-0.09856647,-0.5371499,-0.36268887,1
-0.46488184,0.29120636,-0.97873634,-0.7361802,-0.122847535,-0.4161855,-0.2963165,0
0.589401,0.32296664,-0.9907854,0.2592938,0.26356685,-0.6615997,-0.34876847,0
0.3078251,0.25027543,-0.99264795,0.06364021,-0.027082026,-0.6311006,-0.032333888,0
-0.7448916,0.53784454,-0.9506982,-0.18730456,-0.3691247,-0.43044394,-0.4259646,1
-0.8181843,0.4065172,-0.95940346,-0.19834313,-0.388717,-0.4779193,-0.37922588,1
-0.80654645,0.69256026,-0.9383425,-0.29478475,-0.10307112,-0.49800846,0.15895864,1
-0.8179501,0.45696086,-0.95478976,-0.23203605,-0.32331088,-0.4291286,-0.13344835,1
-0.43537223,0.6105347,-0.9535763,-0.5944439,-0.16367699,-0.35022217,-0.3251642,0
-0.24944323,0.6624712,-0.9514676,-0.6594962,-0.17921081,-0.3109971,-0.4478355,0
0.63617027,0.36861148,-0.9368153,0.8836103,0.63417935,-0.30592367,-0.4739626,0
-0.7393123,0.65657884,-0.945218,-0.2961394,-0.11375469,-0.59292436,-0.09826493,1
-0.8028275,0.4841155,-0.9531605,-0.24735194,-0.2714957,-0.4611245,-0.23975353,1
-0.76311266,0.47287783,-0.95538455,-0.3060478,-0.23026513,-0.4563592,-0.16759528,1
-0.82910573,0.46509892,-0.9528945,-0.20233577,-0.3352506,-0.4031204,-0.13116825,1
-0.62794906,0.5111227,-0.9593809,-0.44545257,-0.09478451,-0.56528187,-0.24709564,1
-0.791362,0.5126882,-0.95070493,-0.33583143,-0.1421803,-0.36788607,0.16284767,0
-0.7657652,0.54764044,-0.9494459,-0.35585883,-0.12890765,-0.4212095,0.11409095,0
-0.79296,0.35260695,-0.96376514,-0.24975556,-0.393728,-0.42992193,-0.38227803,1
-0.8122281,0.37945634,-0.95610976,-0.14610747,-0.5029938,-0.4183009,-0.41650587,1
-0.65221155,0.338876,-0.9694579,-0.576169,-0.07311852,-0.41656733,0.1351707,0
-0.6701087,0.39074895,-0.9653365,-0.45729378,-0.18565759,-0.46341026,-0.2132192,1
-0.8776635,0.500972,-0.9457999,-0.15112166,-0.343589,-0.36710116,0.10961446,1
-0.68566275,0.43638608,-0.9616329,-0.40789363,-0.21833806,-0.45171264,-0.3220058,0
-0.7158618,0.36888725,-0.9651948,-0.42006502,-0.206616,-0.42493868,-0.13837731,1
-0.59616894,0.28954273,-0.9745833,-0.5961488,-0.15083335,-0.39630857,-0.029016688,1
-0.65252346,0.54528487,-0.9536657,-0.44484425,-0.16272625,-0.44716722,-0.2767341,0
-0.84721315,0.3879005,-0.9445827,-0.15086204,-0.4846027,-0.3276067,-0.21212253,1
-0.089687765,0.482167,-0.97131467,-0.76092917,-0.33879197,-0.46966276,-0.30754435,0
-0.86360157,0.42363113,-0.9568705,-0.117318556,-0.45975375,-0.49724686,-0.4779282,1
-0.35342002,0.45320553,-0.9623039,-0.5349329,-0.30304554,-0.27078503,-0.26967776,1
-0.5583991,0.36826083,-0.97022,-0.68428224,0.024558336,-0.45119822,0.1954118,0
-0.7249265,0.26220885,-0.9714172,-0.40385428,-0.322759,-0.35808703,-0.21135771,0
-0.77096057,0.446267,-0.95770276,-0.29014784,-0.27225697,-0.50847995,-0.13298103,1
-0.91818434,0.654753,-0.938061,-0.10796592,-0.21232767,-0.51620233,0.25169855,1
-0.6830138,0.30744326,-0.9692394,-0.50979775,-0.16979003,-0.32141718,0.11379464,0
-0.59596294,0.6142174,-0.9508462,-0.4675599,-0.082887575,-0.4893248,-0.23020574,1
-0.6843419,0.4353909,-0.96167195,-0.4710374,-0.11073339,-0.41758734,-0.117611565,0
-0.6743098,0.52475625,-0.9533191,-0.5184859,0.00013567507,-0.40463963,0.26757988,0
-0.20823789,0.32983848,-0.9791836,-0.67527425,-0.42534807,-0.49550304,-0.1251147,0
-0.6354751,0.45644766,-0.95925814,-0.44566453,-0.22850144,-0.380534,-0.028734885,1
-0.5191995,0.6733728,-0.9472003,-0.65970904,0.08909419,-0.36835116,0.00434272,0
-0.47721502,0.6741169,-0.94983613,-0.54476225,-0.033501357,-0.52141815,-0.33346754,1
-0.7017627,0.393023,-0.9625393,-0.41076097,-0.21299142,-0.38308513,-0.07597533,0
-0.7622734,0.32155585,-0.96560913,-0.2985669,-0.36471954,-0.3657915,-0.24400018,0
-0.40013564,0.5205997,-0.9607317,-0.67165565,-0.23713054,-0.4391849,-0.23711836,0
0.5906035,0.5335314,-0.92622334,-0.11084247,-0.28134504,0.114742875,-0.10944052,0
-0.68531156,0.5838985,-0.95116854,-0.37078977,-0.15251896,-0.5194009,-0.052731685,1
-0.5608487,0.49736574,-0.95929545,-0.5515586,-0.13122192,-0.40619215,-0.20783511,0
0.27302575,0.4327748,-0.9745331,-0.37112752,-0.53555965,-0.8408044,0.19848463,0
