0,1,2,3,4,5,label
-0.7672403,0.7124994,-0.9110388,-0.4156072,0.06872783,-0.5228862,1
-0.8921555,0.6801472,-0.9286213,-0.25881916,0.17644912,-0.5518173,1
0.083287895,0.835989,-0.92755413,-0.535111,0.33807957,-0.44133833,1
-0.3807566,0.6255193,-0.9507082,-0.8652699,0.31905416,-0.48220745,0
-0.8588401,0.5550963,-0.9474612,-0.34487638,0.2756367,-0.44112352,1
-0.78752875,0.4966907,-0.9589724,-0.3558671,0.37246707,-0.4382123,1
-0.74821216,0.57247764,-0.9494066,-0.45894974,0.20771088,-0.46406668,1
-0.7143002,0.6944066,-0.9254611,-0.48739883,0.1997701,-0.402923,0
-0.5032244,0.6710433,-0.93950516,-0.8093135,0.01600413,-0.42481098,0
-0.78071755,0.7625091,-0.91892684,-0.38895202,0.09492606,-0.5379306,1
-0.7644601,0.6138809,-0.9430883,-0.5271697,0.08843136,-0.5352376,1
-0.4794842,0.55143416,-0.95924747,-0.88253903,0.09301461,-0.39312395,0
0.36205226,0.7224109,-0.94031334,-0.52343106,0.6367714,-0.6342187,0
-0.8231548,0.5454475,-0.94618434,-0.38550696,0.20565,-0.46024153,0
-0.8835646,0.56984067,-0.9395672,-0.12568441,0.51126134,-0.38512248,1
-0.74824476,0.80541426,-0.91452104,-0.50053185,-0.05487746,-0.4874849,0
-0.73601,0.41509047,-0.97264034,-0.5590755,0.2560631,-0.41136786,0
-0.8480682,0.6020522,-0.9393651,-0.29310352,0.2716007,-0.47182742,1
-0.74135286,0.54798234,-0.9529254,-0.53304446,0.11680149,-0.4555525,0
0.15015006,0.62944794,-0.94930154,-0.16012344,0.8477893,-0.5623024,0
-0.87072945,0.6828827,-0.92612016,-0.3348918,0.17702284,-0.5216972,1
-0.7495606,0.5931498,-0.94442797,-0.5376258,0.07033736,-0.5083252,0
-0.85646415,0.6647046,-0.93053555,-0.25671074,0.24675025,-0.46692166,1
-0.542668,0.55353296,-0.9590709,-0.8256793,-0.03558044,-0.5104944,0
-0.48354927,0.7744434,-0.9250742,-0.86800444,-0.09156239,-0.48039997,0
-0.8303361,0.54175454,-0.95070225,-0.3421086,0.2956072,-0.46557072,1
-0.8163223,0.68908304,-0.9308997,-0.3704548,0.10902487,-0.527869,1
-0.7210605,0.75007474,-0.92077357,-0.31474912,0.24383278,-0.41083136,1
-0.8718742,0.6622588,-0.92963916,-0.23687354,0.2527831,-0.48415244,1
-0.93914056,0.73176205,-0.9200025,-0.10876995,0.26014587,-0.53103024,1
-0.5720055,0.5508664,-0.95781034,-0.82594836,-0.007374972,-0.50941783,0
-0.7379481,0.47430623,-0.961411,-0.5948831,0.13533607,-0.48489782,0
-0.70895445,0.4338525,-0.97095114,-0.62531126,0.1603551,-0.44876808,0
-0.8314802,0.59675276,-0.9390232,-0.29616845,0.32127202,-0.42556125,1
-0.76528734,0.6455179,-0.93821454,-0.43674758,0.11647128,-0.5091176,1
-0.9243164,0.6765395,-0.9295491,-0.1337496,0.3004039,-0.49166805,1
-0.8809395,0.6125254,-0.9391991,-0.23281682,0.27733278,-0.4945439,1
-0.24656308,0.6086394,-0.94711655,-0.7664775,0.3299529,-0.31301153,0
-0.6932205,0.45365644,-0.96884614,-0.6968791,0.057706967,-0.49411485,0
-0.9007752,0.72324765,-0.9195395,-0.27778614,0.13532436,-0.50442404,0
0.024432898,0.6665595,-0.94431347,-0.6643005,0.38799256,-0.4387314,0
-0.7877375,0.52995706,-0.9528766,-0.47039133,0.1926077,-0.46533632,1
-0.6577289,0.5305284,-0.9591539,-0.65706176,0.07436132,-0.49487796,1
-0.6956705,0.8694591,-0.90714955,-0.4813198,-0.033501923,-0.5290884,1
-0.8756454,0.64751345,-0.93438524,-0.29652888,0.19608343,-0.51373863,1
-0.12838629,0.69736606,-0.94266653,-0.90694064,0.26730075,-0.4184516,0
-0.19051695,0.54501164,-0.9667597,-0.8052125,0.54612386,-0.5345798,0
-0.7306561,0.4116891,-0.96870315,-0.5450224,0.29524654,-0.38990507,0
-0.41052824,0.7559885,-0.92971736,-0.70814437,0.39495963,-0.4637873,0
-0.65119207,0.67402697,-0.9340519,-0.683632,0.021985129,-0.4407025,0
-0.7516428,0.5923502,-0.94753283,-0.5042383,0.09824229,-0.5444654,1
-0.73552716,0.53392804,-0.9554722,-0.5217877,0.14907055,-0.45332724,0
-0.8296765,0.7970469,-0.91259736,-0.28360057,0.17357977,-0.54296076,1
-0.8004794,0.50550497,-0.9562611,-0.31479293,0.389236,-0.43624637,1
-0.76123744,0.5289103,-0.9537697,-0.5931502,0.054187074,-0.51275086,0
-0.8009409,0.49897662,-0.9567487,-0.3503178,0.3507474,-0.44569156,1
-0.8490939,0.5216752,-0.9515906,-0.25204715,0.41705745,-0.43101275,1
-0.73582494,0.5442464,-0.95439255,-0.60756403,0.025824979,-0.48981836,0
-0.78819364,0.7498276,-0.9160636,-0.26279536,0.30958226,-0.38433516,1
-0.61556387,0.66497445,-0.93989456,-0.7421571,-0.068611056,-0.5094311,0
-0.82717884,0.5374597,-0.95330536,-0.35690194,0.27541545,-0.46262658,1
-0.52549195,0.5664409,-0.95541006,-0.82438624,0.117179535,-0.45763788,0
-0.72296476,0.5681743,-0.95153123,-0.6021237,0.056119844,-0.5397146,0
-0.18751806,0.79236925,-0.9168673,-0.5920669,0.5655006,-0.20672998,0
-0.86866736,0.53868645,-0.9437511,-0.18125519,0.48085156,-0.37977386,1
0.26395977,0.52716655,-0.96145666,-0.33711278,0.29457375,-0.6580522,0
-0.26542032,0.73143005,-0.93612933,-0.83750606,0.3513106,-0.47386914,0
-0.7839311,0.66793513,-0.9340348,-0.4842418,0.096514285,-0.5072413,0
-0.8408306,0.8212557,-0.9089275,-0.30407995,0.06981242,-0.5451125,1
-0.78451216,0.5192592,-0.95615834,-0.45809898,0.2003377,-0.42817837,0
-0.22331384,0.45808825,-0.9757805,-0.23412128,-0.37133056,-0.3772416,0
-0.6989241,0.50223935,-0.961309,-0.68302864,0.054285422,-0.47811875,0
-0.68129313,0.6744009,-0.9367593,-0.6124432,-0.029890075,-0.5536081,0
-0.67691344,0.6659484,-0.93924063,-0.47627962,0.109157994,-0.48051316,1
0.21866196,0.6543834,-0.9251455,-0.04648027,0.22262235,0.11529094,0
-0.17656055,0.64242053,-0.9518077,-0.6970098,0.65429336,-0.45631838,0
-0.71788114,0.4572759,-0.9675062,-0.63846356,0.099755846,-0.47923052,0
-0.8559557,0.61815584,-0.9377483,-0.2518232,0.29563683,-0.49838495,1
-0.025681853,0.43617517,-0.9722272,-0.4269159,0.2889005,-0.68055946,0
-0.7258862,0.4436744,-0.9685663,-0.5937865,0.16707885,-0.454109,0
-0.6842563,0.6499249,-0.938116,-0.64256203,-0.0040419847,-0.5114363,0
-0.662833,0.7552145,-0.9244286,-0.5338409,0.035174325,-0.4769984,1
-0.8954449,0.7020278,-0.9257303,-0.23696111,0.18730184,-0.5350412,1
-0.5014688,0.6264806,-0.947323,-0.7372675,0.09234327,-0.42464653,1
-0.66217434,0.634579,-0.94266057,-0.652098,0.01426968,-0.4858737,0
-0.44579303,0.57603306,-0.95807636,-0.8721387,0.17800032,-0.45318002,0
-0.647814,0.50050163,-0.96252656,-0.79571116,-0.027823895,-0.51029223,0
-0.7160235,0.5867864,-0.94423574,-0.38258067,0.36679715,-0.38259974,1
-0.8961846,0.58438253,-0.944248,-0.2099509,0.33390656,-0.4589461,1
-0.5891103,0.4847776,-0.96634626,-0.8590223,0.010804638,-0.47563958,0
-0.8709737,0.5650181,-0.9453893,-0.24321964,0.3309103,-0.4725309,1
-0.7628226,0.43085083,-0.96590394,-0.5117137,0.28723264,-0.38458502,0
-0.609716,0.8325936,-0.91537243,-0.5796014,-0.06650174,-0.50341916,1
-0.85463667,0.6377983,-0.9363086,-0.23351926,0.26661986,-0.48071402,1
-0.45247263,0.7130041,-0.9335815,-0.3883126,0.22318584,-0.43867743,1
-0.8386124,0.6818155,-0.93064654,-0.36832595,0.07376647,-0.5688699,1
-0.9620211,0.6509929,-0.92218983,0.020691425,0.5299432,-0.38146952,1
-0.8533134,0.5877372,-0.94317853,-0.2734081,0.32347053,-0.44666845,1
-0.82585174,0.8193362,-0.90949565,-0.35263163,0.050093114,-0.5596134,1
-0.52757764,0.47471803,-0.97051245,-0.88131464,0.07017108,-0.4592127,0
-0.77480656,0.65455765,-0.93575805,-0.2645154,0.3315329,-0.41619998,1
-0.84191805,0.5561836,-0.94930345,-0.28271776,0.33539376,-0.45094335,1
-0.83006597,0.7700199,-0.91757935,-0.3809171,0.072393395,-0.55688846,1
-0.8389161,0.59535325,-0.9427567,-0.31194404,0.2814253,-0.46341252,1
-0.5001929,0.71002245,-0.93474084,-0.7250825,0.13040483,-0.41519204,0
-0.39359015,0.536046,-0.96461904,-0.85036826,0.24416998,-0.47012374,0
-0.34652442,0.5684237,-0.9565116,-0.778141,0.31510794,-0.46219036,0
0.49415922,0.53447765,-0.933318,0.8800663,-0.72000897,-0.27112055,0
-0.7672381,0.74541116,-0.9249001,-0.38582575,0.074890554,-0.5444468,1
-0.8274931,0.6148278,-0.9396925,-0.33215952,0.22407919,-0.46527544,1
-0.7914234,0.60788286,-0.9421193,-0.39765382,0.18605974,-0.4725098,1
-0.58398175,0.8525647,-0.90878916,-0.48176125,0.13641164,-0.41397676,1
-0.8499174,0.60036623,-0.94062585,-0.2793424,0.2860998,-0.4581235,1
-0.66719174,0.6390051,-0.94367933,-0.5531393,0.043630973,-0.5134531,1
-0.7940939,0.66161615,-0.933089,-0.45079854,0.09141441,-0.507416,0
-0.8206798,0.51572406,-0.9556722,-0.34113002,0.34229743,-0.4228505,1
-0.8356675,0.53017706,-0.9454934,-0.22353049,0.45145872,-0.4169387,1
-0.694012,0.5083221,-0.96003824,-0.69846165,0.020560712,-0.5111136,0
-0.8914807,0.62447995,-0.9318429,-0.21940503,0.29245582,-0.48155555,1
-0.72464657,0.58255243,-0.94927007,-0.511364,0.16145489,-0.45780116,0
-0.75107,0.53108394,-0.9556211,-0.5266139,0.1567358,-0.46822158,1
-0.6448583,0.47168934,-0.9673176,-0.7228321,0.09884921,-0.4834077,1
-0.6932015,0.6615422,-0.9375433,-0.5554515,0.1204904,-0.46289453,0
-0.8721918,0.5321445,-0.93141395,-0.21597677,0.43293536,-0.4184888,1
-0.18647653,0.6132051,-0.9563642,-0.9205253,0.29867816,-0.45912778,0
-0.88226146,0.5684042,-0.94683295,-0.19348484,0.4059651,-0.44289714,1
-0.42528707,0.5920613,-0.94968337,-0.66322446,0.26505953,-0.36133805,1
-0.60912025,0.5318265,-0.9585944,-0.81785107,-0.07519239,-0.5495169,0
-0.759353,0.45206383,-0.9660065,-0.51010925,0.2623705,-0.42995793,0
-0.7998488,0.58511853,-0.944232,-0.38203013,0.2213211,-0.51243895,1
-0.9263484,0.74229443,-0.9192046,-0.17026484,0.1712202,-0.5645422,1
-0.88687074,0.5830812,-0.94041836,-0.18054718,0.3759958,-0.47044584,1
-0.6427698,0.7139521,-0.93187666,-0.5817781,0.04804343,-0.4849801,1
-0.72298235,0.5815105,-0.94914776,-0.5835944,0.065694444,-0.463007,0
-0.7125907,0.6464913,-0.9373951,-0.6315127,-0.043583974,-0.5356697,0
-0.67699105,0.5951142,-0.94645983,-0.5523214,0.1821254,-0.46596664,1
-0.7378693,0.54846394,-0.95172673,-0.51409835,0.15856537,-0.4639041,0
-0.68399495,0.54605055,-0.9520799,-0.5938352,0.13670833,-0.48374626,0
-0.93141025,0.5844382,-0.93462676,-0.097450316,0.4511337,-0.43343395,1
-0.7910006,0.49349606,-0.95859766,-0.39307258,0.30591577,-0.41945037,0
-0.46615565,0.6432145,-0.9445845,-0.81018484,0.19945021,-0.48593056,0
-0.7220744,0.6892316,-0.93386877,-0.46968952,0.11461562,-0.530895,1
-0.71744084,0.75538146,-0.92173725,-0.4418422,0.08618689,-0.4874351,1
-0.6131992,0.62547857,-0.94470423,-0.6732697,0.085616075,-0.45739418,0
0.15942997,0.5792503,-0.9627833,-0.4763435,0.48267022,-0.78547573,0
-0.6691711,0.78118163,-0.92197424,-0.4593013,0.07051998,-0.50883096,1
-0.4444964,0.6634481,-0.9443161,-0.66227674,0.4566213,-0.39296937,0
-0.9047153,0.6538449,-0.9329876,-0.20680776,0.24738853,-0.4940799,1
0.7240144,0.5431739,-0.93025565,0.9465902,-0.80297214,-0.4547489,0
-0.81561345,0.56194913,-0.94481355,-0.25199527,0.44091582,-0.40773338,1
-0.74423426,0.5974907,-0.9417523,-0.45916668,0.27840993,-0.3998521,0
-0.92154974,0.70094264,-0.92476183,-0.20331994,0.19145188,-0.5504808,1
-0.560798,0.77086437,-0.92523533,-0.62892824,-0.017110273,-0.49436492,1
-0.8972306,0.650615,-0.93521315,-0.19196036,0.24716449,-0.5090478,1
-0.79854757,0.49795783,-0.95853126,-0.3576911,0.35402542,-0.42660695,1
-0.8494503,0.6726057,-0.92938584,-0.3784123,0.11800609,-0.50682336,1
-0.89681375,0.65641004,-0.9313195,-0.19265112,0.27767855,-0.49067938,1
0.5158229,0.67959505,-0.9042365,-0.33306086,0.36132663,-0.006854564,0
-0.8369272,0.60496116,-0.94157654,-0.43878603,0.108503655,-0.47914466,0
-0.7390622,0.6626235,-0.93601054,-0.5157562,0.054079026,-0.53179514,0
-0.78140426,0.6094056,-0.94163525,-0.47689244,0.09131711,-0.50522,0
-0.7199167,0.6110942,-0.94381535,-0.62079394,-0.039116055,-0.5423449,0
-0.84377396,0.57661164,-0.9479453,-0.2820507,0.3009584,-0.4765811,1
-0.6571073,0.54084843,-0.95669866,-0.68852895,0.010152295,-0.5125069,0
-0.70538044,0.6686704,-0.93687123,-0.54896474,0.07032268,-0.5384728,0
-0.7664987,0.50523424,-0.9584947,-0.472815,0.23339187,-0.45346552,1
-0.70379245,0.5824426,-0.9491413,-0.5045154,0.16776152,-0.53096455,0
-0.8896444,0.69226885,-0.9273174,-0.2528783,0.19664495,-0.5475626,1
-0.85731494,0.7033622,-0.92754996,-0.29347748,0.14167231,-0.5653341,1
-0.8763924,0.5766014,-0.94502807,-0.1649214,0.42656857,-0.44424048,1
-0.6188384,0.5676481,-0.8172908,-0.5467024,0.36572123,-0.2632041,1
-0.8192307,0.512581,-0.953801,-0.33788198,0.35892612,-0.4265252,1
-0.8228981,0.59643465,-0.94389474,-0.4321739,0.07893277,-0.5233125,0
-0.252452,0.5723224,-0.95483845,-0.6166997,0.46939135,-0.48339596,0
-0.8525962,0.6602063,-0.9335007,-0.37038842,0.06761551,-0.5077891,0
-0.4128754,0.8616742,-0.9134917,-0.72207236,0.03653367,-0.40655386,1
-0.46656567,0.5861756,-0.9559861,-0.7511318,0.30120817,-0.48263717,0
-0.3955938,0.6517212,-0.9422705,-0.7930857,0.28873885,-0.40921456,0
-0.12110978,0.6848122,-0.9402365,-0.78151345,0.39476866,-0.2904569,0
-0.74528027,0.4421713,-0.9680208,-0.52874506,0.24595688,-0.42596704,0
-0.7075149,0.47309637,-0.96498895,-0.64725506,0.09411283,-0.49681592,0
0.058041275,0.7240367,-0.9311903,-0.4615389,0.64020634,-0.5655862,0
-0.76353514,0.50903785,-0.9582272,-0.4510947,0.2643308,-0.45554915,1
-0.7565272,0.4206103,-0.9683565,-0.5082214,0.30409145,-0.3877022,0
0.19775349,0.6140574,-0.94616824,0.17079043,0.029058874,-0.28872007,0
-0.7366369,0.551149,-0.95425165,-0.54818803,0.07452805,-0.5350185,0
0.5079819,0.71646607,-0.9455672,0.5353595,-0.1913059,-0.6179165,0
-0.26655293,0.83962727,-0.91720116,-0.6228256,0.481473,-0.2905781,0
