0,1,2,3,label
-0.97708815,0.6457897,-0.9386154,-0.028128922,1
0.6695296,0.5998389,-0.95018834,0.082987905,0
-0.67470384,0.50816005,-0.95721495,-0.6410146,0
-0.7963661,0.54329795,-0.9525302,-0.44442892,0
-0.88257635,0.68449205,-0.9392389,-0.22749388,1
-0.6190818,0.5901851,-0.95517826,-0.5562017,1
-0.83301866,0.51124537,-0.95491666,-0.2883173,1
-0.8046107,0.37318504,-0.9663803,-0.43201888,0
-0.6631435,0.91121703,-0.9232744,-0.51756495,1
-0.7793758,0.6131393,-0.94885254,-0.3690086,1
-0.8125775,0.45192263,-0.95854276,-0.3285699,1
0.28519607,0.39930087,-0.92824477,-0.08417702,0
-0.5823617,0.42380795,-0.96759075,-0.80086726,0
-0.6811006,0.37832424,-0.9698357,-0.6120502,1
-0.80592966,0.5616342,-0.95190287,-0.35203987,1
-0.83258384,0.65987617,-0.94194233,-0.39623135,0
-0.57843125,0.42852294,-0.9688778,-0.74266946,0
-0.88198674,0.65526026,-0.9421259,-0.28917742,1
-0.78890723,0.42020857,-0.96344143,-0.4035047,1
-0.85986996,0.66955024,-0.9410148,-0.17532083,1
-0.058475256,0.319982,-0.9853063,-0.5216519,0
-0.6939715,0.33671477,-0.97245437,-0.61921954,0
0.798891,0.69344145,-0.9435375,0.030044466,0
-0.8842474,0.43062994,-0.95967007,-0.10167593,1
-0.7184865,0.58339334,-0.9471403,-0.4894026,0
-0.41070816,0.9074259,-0.9279214,-0.7544445,1
-0.11120561,0.6857969,-0.9546604,-0.5480731,0
-0.6583549,0.70232,-0.94402903,-0.4291754,1
-0.91894126,0.510788,-0.94851315,-0.09396714,1
-0.7416989,0.34276628,-0.97093123,-0.5417815,0
-0.70295215,0.34088296,-0.9709879,-0.65615124,0
-0.74112535,0.3258896,-0.97154516,-0.4456442,1
-0.8403386,0.4787523,-0.95725816,-0.24561594,1
-0.67360646,0.30412683,-0.97636753,-0.66442955,0
0.31150734,0.42362034,-0.96873486,-0.30089152,0
-0.6495169,0.6288333,-0.9447121,-0.31453294,1
-0.5529794,0.38761678,-0.97237,-0.8395275,0
-0.77441263,0.3941881,-0.9665148,-0.37977272,1
-0.8190118,0.43011495,-0.96203154,-0.3097642,1
0.33086842,0.3147735,-0.9842011,0.30005842,0
0.553212,0.39107051,-0.98675776,0.028718919,0
0.41239268,0.45151654,-0.96949756,0.6118018,0
0.8319505,0.5264448,-0.9737374,0.115118265,0
-0.85615027,0.61123174,-0.93950427,-0.15420136,1
-0.8590001,0.46032,-0.9577078,-0.17291519,1
-0.43118978,0.6310983,-0.95332086,-0.7882899,0
-0.029942334,0.59714174,-0.95576423,-0.816857,0
-0.7048283,0.49771896,-0.9565421,-0.5251535,0
-0.7819593,0.5654656,-0.9518182,-0.36457244,1
-0.73737055,0.54509765,-0.9521591,-0.61717683,0
-0.88595235,0.48115224,-0.9570015,-0.1493262,1
-0.82344985,0.41511503,-0.9578925,-0.24915333,1
-0.4995707,0.36507165,-0.97560525,-0.8569834,0
-0.35878092,0.5403103,-0.96168244,-0.89573264,0
-0.6792299,0.3667343,-0.9594049,-0.6346488,0
-0.5781831,0.5344188,-0.95972013,-0.6806642,0
-0.76299787,0.773739,-0.93589747,-0.39428058,1
-0.24136984,0.52601963,-0.9611618,-0.4980294,0
-0.7078276,0.30056947,-0.9760014,-0.5804362,0
-0.9753123,0.5766486,-0.9424393,0.012211353,1
-0.80726993,0.41248447,-0.96472037,-0.30606073,1
-0.494502,0.6097855,-0.9522754,-0.8157618,0
-0.5394437,0.8192718,-0.9362932,-0.5752955,1
-0.65638286,0.34059858,-0.97320867,-0.678578,1
0.012430012,0.3535376,-0.9842761,-0.3203711,0
-0.8488487,0.46281195,-0.9574314,-0.2626123,1
-0.75676244,0.63903636,-0.93103015,-0.40597424,1
0.091667235,0.7960311,-0.94887584,-0.5185989,1
-0.3604621,0.52455705,-0.963612,-0.8481639,0
-0.8450678,0.43729722,-0.95948577,-0.32900894,1
-0.70587564,0.619334,-0.9436818,-0.48624542,0
-0.48359966,0.5848597,-0.9542356,-0.8068962,0
-0.6614582,0.46601427,-0.9625162,-0.68216866,0
-0.7734374,0.699691,-0.9396257,-0.38435617,1
-0.4540514,0.43593094,-0.9688247,-0.87138635,0
-0.80956435,0.4251845,-0.9592825,-0.38033062,0
-0.74366534,0.7545005,-0.9362015,-0.50668883,0
-0.7136563,0.25990602,-0.9784622,-0.54315054,0
-0.20090896,0.28425318,-0.9855288,-0.491542,0
-0.7248114,0.4266038,-0.9643482,-0.5279536,0
0.1465292,0.5256512,-0.96416736,-0.1331262,0
-0.86444217,0.60140526,-0.9438268,-0.32665813,1
-0.7368432,0.4852916,-0.95773005,-0.5386529,0
-0.8108198,0.35622448,-0.8320748,-0.3193757,1
-0.8463093,0.57418525,-0.9482946,-0.24464537,1
-0.46606117,0.71705925,-0.94370395,-0.87039965,0
-0.8152975,0.42105734,-0.96216685,-0.32450575,1
-0.7197362,0.6874443,-0.9408845,-0.31530377,1
-0.5731173,0.51344323,-0.9596442,-0.7021263,0
-0.8624058,0.57249886,-0.9473552,-0.22316092,1
-0.9349097,0.6588552,-0.9402392,-0.09450194,1
-0.54990834,0.43045413,-0.96834725,-0.82279956,0
-0.71799743,0.3350613,-0.97057676,-0.5908231,0
-0.6866041,0.281752,-0.9773629,-0.6168206,0
-0.82074887,0.49100423,-0.9526821,-0.28499016,1
0.11863673,0.4438997,-0.97009313,-0.19385862,0
-0.74550027,0.2959944,-0.9732098,-0.5304558,0
-0.9170773,0.58771276,-0.94725,-0.11992276,1
-0.87020695,0.50852996,-0.9539519,-0.21870585,1
-0.23096025,0.51012707,-0.95981306,-0.7536557,0
-0.67084646,0.30779046,-0.9758956,-0.69437444,0
0.2527296,0.34299964,-0.9749132,-0.2606439,0
-0.89709836,0.64992106,-0.93888813,-0.2733359,0
0.036857963,0.58128387,-0.95850116,-0.6448952,0
-0.6875667,0.8307573,-0.9315398,-0.47436026,1
-0.11208376,0.62036324,-0.95793486,-0.8996875,0
-0.16935542,0.42123204,-0.97697186,-0.7771726,0
-0.70801413,0.2582444,-0.9753885,-0.53096765,0
-0.6354158,0.5890026,-0.9501451,-0.6796975,0
-0.73577356,0.48247218,-0.96071506,-0.4967696,1
-0.82793474,0.74244684,-0.934952,-0.28369707,1
-0.7431951,0.40322077,-0.9651922,-0.5934453,0
-0.783309,0.36750025,-0.967852,-0.3344383,1
-0.7189495,0.42317638,-0.9653578,-0.6045557,0
-0.7813845,0.68726325,-0.9367146,-0.24813719,1
0.026657641,0.506077,-0.9675069,-0.39012992,0
-0.7215401,0.47433224,-0.961384,-0.5282122,1
-0.8108288,0.4123801,-0.96466774,-0.33937564,1
-0.5035175,0.4529144,-0.96671253,-0.8228402,0
-0.18107176,0.74306655,-0.9364513,-0.57242507,0
-0.8552518,0.4203906,-0.95725495,-0.15809661,1
0.26646966,0.40660337,-0.97074336,-0.31583408,0
-0.2540168,0.659011,-0.95356524,-0.8374027,0
-0.7752137,0.5789113,-0.9507221,-0.47379753,0
-0.8397005,0.564167,-0.95113164,-0.29968882,1
-0.8376521,0.77221996,-0.9319058,-0.30146575,1
-0.8991829,0.557882,-0.9491032,-0.10380468,1
-0.6494332,0.33815664,-0.97448206,-0.64368284,1
-0.7680678,0.3900175,-0.9667714,-0.45143974,0
-0.19924507,0.3196704,-0.98146826,-0.21725756,0
-0.8378071,0.4569421,-0.9556216,-0.1624152,1
-0.67882264,0.3691063,-0.9703818,-0.6768765,0
-0.66666734,0.586696,-0.95305675,-0.61488694,0
-0.6621108,0.5758617,-0.95537156,-0.4646493,1
-0.18600231,0.39235848,-0.97749585,-0.7735158,0
0.21496147,0.5869163,-0.9419533,0.00052139163,0
-0.1606237,0.5442996,-0.96645665,-0.67913777,0
-0.6963801,0.31184673,-0.9748789,-0.63576174,0
-0.8458768,0.51651186,-0.95349735,-0.23942454,1
-0.009645164,0.28317195,-0.97311455,-0.40443614,0
-0.67035735,0.5577273,-0.9538359,-0.64725614,0
-0.6501716,0.68925905,-0.94416976,-0.5269803,1
-0.88853914,0.6220307,-0.94398165,-0.23141292,1
-0.48083797,0.5274324,-0.9607741,-0.7241978,1
-0.6459883,0.5381525,-0.95708066,-0.65289414,0
-0.7005206,0.47791994,-0.95653224,-0.3658777,1
-0.88392204,0.47127506,-0.95801383,-0.1904732,1
-0.5652357,0.3485542,-0.974137,-0.86104846,0
-0.8577231,0.44933906,-0.95871466,-0.22834826,1
-0.74382234,0.2796661,-0.972651,-0.5017997,0
-0.6001797,0.7869397,-0.93786913,-0.5731584,1
-0.8433466,0.54003084,-0.95276964,-0.22035085,1
-0.44568264,0.6405843,-0.9506847,-0.38876468,1
-0.8275538,0.5943618,-0.94821006,-0.36155903,1
-0.8404131,0.47806245,-0.957575,-0.2536252,1
-0.8208392,0.7694435,-0.93280953,-0.34942305,1
-0.6668534,0.65082043,-0.9485298,-0.49217924,1
0.44936317,0.38619757,-0.98954874,0.17803091,0
0.20581222,0.3098477,-0.9930179,-0.015981436,0
-0.7643559,0.5618244,-0.95226604,-0.24814247,1
-0.82349753,0.70821494,-0.9381377,-0.37451765,1
-0.8268912,0.4866245,-0.9567846,-0.30349857,1
-0.48443085,0.635253,-0.9513704,-0.7187918,0
-0.31650645,0.68340266,-0.9482153,-0.79414845,0
-0.36787957,0.4116882,-0.97424597,-0.832041,0
-0.32881725,0.45355558,-0.96731704,-0.7653717,0
-0.75716734,0.6739263,-0.9449092,-0.37616688,1
-0.8134792,0.5119595,-0.9547274,-0.32083753,1
-0.7776725,0.5027054,-0.9564574,-0.38979283,1
-0.57810956,0.8143792,-0.9316709,-0.47498474,1
-0.83905625,0.49378985,-0.9550944,-0.26716098,1
-0.6512218,0.5404467,-0.95870537,-0.5449257,1
-0.8039987,0.5394011,-0.9514908,-0.42397892,0
-0.8037366,0.38825586,-0.96619767,-0.32083166,1
-0.8207519,0.41095382,-0.9591706,-0.19766855,1
-0.6906598,0.42584676,-0.96589345,-0.55942476,1
-0.7074282,0.47071078,-0.96197265,-0.50405324,0
-0.73259306,0.40576705,-0.9662209,-0.51826644,1
-0.62212414,0.3316146,-0.97499025,-0.7177871,1
-0.6781186,0.5717871,-0.9530773,-0.5452341,0
-0.8554832,0.41903606,-0.9477532,-0.20233676,1
-0.16472507,0.5110559,-0.9682425,-0.8978751,0
-0.8689331,0.45315266,-0.9597671,-0.16770348,1
-0.4078455,0.48670357,-0.96173835,-0.65086746,1
-0.5864002,0.40696478,-0.9692774,-0.8179687,0
-0.73923945,0.3053023,-0.97357875,-0.49621144,0
-0.78439265,0.4764162,-0.959149,-0.36486936,1
-0.70328534,0.34860063,-0.9702016,-0.6199219,0
-0.87566996,0.47365087,-0.9550995,-0.16289127,1
-0.7070818,0.46930504,-0.96187,-0.5807311,0
-0.6976094,0.5527328,-0.95268273,-0.6313041,0
-0.2703229,0.3666763,-0.97850204,-0.7974609,0
-0.56366754,0.6962366,-0.94406605,-0.8006282,0
-0.5201088,0.6929486,-0.9472649,-0.65993404,1
-0.7213121,0.42844027,-0.963157,-0.50629383,0
-0.6662187,0.42706662,-0.96345043,-0.5865317,0
-0.9220724,0.47706145,-0.9496574,-0.07387194,1
-0.77388585,0.3603323,-0.9679481,-0.37827715,0
-0.44790834,0.5489234,-0.9586039,-0.7967491,0
0.43626255,0.5657754,-0.934724,-0.2253291,0
-0.71006286,0.6061869,-0.9508501,-0.46085638,1
-0.7050622,0.6889169,-0.94252825,-0.43222663,1
0.1729809,0.4650364,-0.97378933,-0.43789777,0
-0.65792084,0.7197502,-0.9427686,-0.44511595,1
-0.43099684,0.57595086,-0.9591496,-0.6412955,0
-0.8947803,0.55929637,-0.94959956,-0.19429228,1
0.7357159,0.43618578,-0.93524456,0.99999994,0
-0.80102086,0.45012465,-0.9578187,-0.23004061,1
-0.73647374,0.489936,-0.9552098,-0.46274456,0
-0.91458666,0.6205155,-0.9434369,-0.18991676,1
-0.54467106,0.70789814,-0.94479084,-0.61599684,1
-0.77988416,0.36516127,-0.968535,-0.3352803,1
-0.7614023,0.60153425,-0.9486127,-0.4799417,1
-0.8479196,0.5376866,-0.95415074,-0.18432817,1
0.519407,0.62244904,-0.92510647,-0.2685162,0
-0.7498783,0.4578171,-0.96164787,-0.4819217,0
-0.7059316,0.50735676,-0.95753646,-0.6273929,0
-0.82879716,0.46081984,-0.96112776,-0.25984645,1
-0.636106,0.41818625,-0.96790516,-0.68547475,0
-0.74757624,0.37308764,-0.96818525,-0.45864117,1
-0.68745047,0.47065634,-0.9619348,-0.50247544,0
-0.8826207,0.60860944,-0.9454337,-0.24571367,1
-0.84900606,0.6222567,-0.94582653,-0.28591567,1
-0.86311805,0.46350792,-0.95890415,-0.13956162,1
-0.60979,0.59545666,-0.9541794,-0.5110078,1
-0.6176728,0.51545286,-0.8614766,-0.56426287,1
-0.8039776,0.38516766,-0.9642051,-0.32043207,1
-0.8084342,0.4868697,-0.95810175,-0.42510122,0
-0.84253716,0.5682075,-0.9499714,-0.36485404,0
-0.39846534,0.8251604,-0.9360219,-0.7053965,1
-0.44515508,0.4753938,-0.9676679,-0.7280576,0
-0.37728727,0.5608308,-0.95705295,-0.775136,0
-0.7989955,0.48649165,-0.95775235,-0.34246352,1
-0.10056606,0.6072204,-0.95532066,-0.7540448,0
-0.7242676,0.2937796,-0.975213,-0.51487446,0
-0.68587166,0.33290672,-0.97297394,-0.64287734,0
-0.77383107,0.41178784,-0.9656075,-0.384897,1
0.0598104,0.65022016,-0.9488501,-0.4314859,0
-0.7445322,0.3784767,-0.9680999,-0.4362906,1
0.19024956,0.52249056,-0.9592532,0.17047548,0
-0.70509106,0.3011498,-0.9757805,-0.58261037,0
0.4973796,0.64760554,-0.9571078,0.53840625,0
-0.26008233,0.8012639,-0.93883276,-0.60037434,0
-0.5300436,0.39346325,-0.96965367,-0.7965987,0
-0.70709646,0.3616367,-0.9698054,-0.61502993,0
-0.42371953,0.61023206,-0.95173955,-0.6384881,0
-0.80440235,0.51135993,-0.9469354,-0.34222388,0
-0.66647905,0.47652623,-0.96207863,-0.5822916,0
-0.83188117,0.4419604,-0.9610854,-0.25456953,1
0.26920086,0.37218636,-0.99013996,-0.06804654,0
-0.39153558,0.9388796,-0.9247749,-0.7867509,1
-0.7430546,0.37034887,-0.9691386,-0.5344469,0
-0.16501781,0.40055448,-0.98146987,-0.6741736,0
-0.7609146,0.3395627,-0.9711342,-0.4088733,1
-0.24656385,0.37240294,-0.97782063,-0.7052083,0
-0.75723827,0.39030725,-0.9681206,-0.40716225,1
0.0016634464,0.67603755,-0.9508872,-0.74910927,0
-0.56110126,0.52471566,-0.95776767,-0.73036623,1
-0.87217575,0.50889593,-0.9542559,-0.15066037,1
-0.796797,0.6162626,-0.9485379,-0.3615737,1
-0.72481954,0.44932562,-0.96314555,-0.5518006,1
-0.8392807,0.48337024,-0.9563297,-0.24374305,1
0.11484563,0.3977852,-0.98110163,-0.33288845,0
-0.6862112,0.32194722,-0.97549194,-0.56632787,0
-0.69143355,0.2974102,-0.9749984,-0.63730335,0
-0.6198611,0.41224328,-0.9686471,-0.7079692,0
0.061459184,0.4600083,-0.97402847,-0.65068877,0
-0.64266616,0.5272564,-0.95704067,-0.5581932,1
-0.7645686,0.4949781,-0.95886785,-0.3391482,1
-0.7714993,0.42881727,-0.96101505,-0.46864355,0
-0.49891648,0.8458055,-0.93295366,-0.5554399,1
-0.47471455,0.6843515,-0.9463243,-0.78848934,0
-0.2953269,0.57810265,-0.9581571,-0.7750715,0
-0.66866344,0.38433874,-0.97094035,-0.5324364,1
-0.76762354,0.4382088,-0.9625539,-0.49651998,0
-0.843403,0.45252955,-0.9586283,-0.21506546,1
-0.880638,0.5540727,-0.95134515,-0.18592459,1
-0.34927896,0.95443565,-0.9272367,-0.646313,1
-0.88507223,0.43808174,-0.9592374,-0.15160605,1
-0.08331752,0.8857168,-0.9322667,-0.6550709,1
-0.72731817,0.28907168,-0.97554934,-0.52896523,0
-0.6367356,0.6218868,-0.94993556,-0.63517404,1
0.10320383,0.38002598,-0.9777395,-0.034939468,1
-0.08653438,0.6669524,-0.95026875,-0.8779938,0
-0.7794849,0.43932968,-0.9619332,-0.53952,0
0.41355354,0.39145252,-0.97952735,-0.09299922,0
-0.66855067,0.45706064,-0.96351326,-0.564849,1
-0.67133516,0.34761465,-0.9727287,-0.7271684,0
-0.7065666,0.5773764,-0.95057017,-0.42763296,0
-0.40179235,0.8577191,-0.93216133,-0.77797365,1
-0.8294808,0.4043703,-0.96266484,-0.27614957,1
-0.5028548,0.8445493,-0.93488455,-0.4233203,1
-0.76591116,0.7280879,-0.9391051,-0.43813208,1
-0.6538733,0.28268266,-0.97799635,-0.6519335,1
-0.67547864,0.41024393,-0.96726555,-0.6209143,0
-0.64151955,0.6710974,-0.9473467,-0.55027753,1
-0.532235,0.8171662,-0.9349604,-0.5790689,1
-0.6957993,0.40538877,-0.9657966,-0.6155571,0
-0.75726223,0.5179183,-0.95649403,-0.5262391,0
-0.6866096,0.6258782,-0.94902486,-0.53569186,1
-0.87446356,0.7022457,-0.93462455,-0.075977236,1
-0.7522466,0.44752046,-0.9629171,-0.48027912,0
-0.797546,0.44851127,-0.9603488,-0.31525207,1
-0.68186873,0.71825314,-0.9398483,-0.3582253,1
-0.8827882,0.7476156,-0.9284876,-0.2391945,1
-0.59635085,0.75905454,-0.9403626,-0.48846132,1
-0.80612344,0.4660633,-0.9599006,-0.40281826,0
-0.9455837,0.5833421,-0.94264054,-0.015122235,1
-0.6647889,0.3199079,-0.97579646,-0.64356375,0
-0.80577946,0.41761887,-0.96339095,-0.39274302,0
-0.80717385,0.4264788,-0.96335995,-0.2856145,1
-0.8147836,0.5632785,-0.9506948,-0.28815842,1
-0.45966864,0.400067,-0.97283155,-0.90020984,0
-0.27007225,0.53896326,-0.96636397,-0.89027774,0
-0.5335975,0.8121102,-0.9357077,-0.7226418,1
-0.71406704,0.36728904,-0.9698301,-0.63780534,0
-0.77507114,0.38622302,-0.95892274,-0.44459727,0
-0.80077195,0.58610606,-0.9481386,-0.31104985,1
0.09163046,0.39150557,-0.97841406,-0.47064215,0
-0.7298281,0.51210827,-0.9565873,-0.4427011,1
-0.8082485,0.6717917,-0.94043773,-0.41616914,1
-0.7891722,0.43158156,-0.9614886,-0.39672577,1
-0.73038447,0.34454522,-0.9709067,-0.57370687,0
-0.7027396,0.36216402,-0.9711506,-0.62352484,0
0.2600609,-1.0,0.99999994,-0.9033939,0
-0.5248445,0.77280855,-0.9382897,-0.6328682,0
-0.7833134,0.42321903,-0.961632,-0.3360532,1
-0.68105,0.5818581,-0.9493768,-0.48177543,0
-0.78733593,0.416973,-0.96372133,-0.45080808,0
0.18981934,0.28090996,-0.9776033,-0.19538945,0
-0.6611884,0.65085495,-0.9496481,-0.48461625,1
-0.77355367,0.6809165,-0.94133884,-0.44678554,1
-0.8141728,0.6526382,-0.9424975,-0.39111105,1
-0.7164502,0.44116777,-0.9643981,-0.4872045,0
-0.67513955,0.32537705,-0.97472304,-0.6692055,0
0.7113485,0.60172045,-0.9718626,0.18614459,0
-0.7847837,0.5705846,-0.950708,-0.32113498,1
-0.5123402,0.43596318,-0.96805835,-0.7988485,0
-0.6402621,0.38453543,-0.9699587,-0.71328723,0
0.51343197,0.6886945,-0.95926684,-0.5075577,0
-0.74031067,0.44240743,-0.96203417,-0.4455705,1
-0.7615786,0.5562065,-0.9550717,-0.3896572,1
-0.84655225,0.56673586,-0.9489225,-0.30500764,1
-0.86590177,0.53984946,-0.9512607,-0.20378274,1
-0.41109487,0.47473916,-0.96616936,-0.87478507,0
-0.7990831,0.39190915,-0.96674067,-0.3031425,1
-0.07509315,0.6939493,-0.9415961,-0.3894332,0
-0.47972023,0.8890493,-0.9285029,-0.75413686,1
-0.09565103,0.22277838,-0.9846751,-0.16914448,0
-0.74074876,0.7802554,-0.89957976,-0.38692215,1
0.11696422,0.5467396,-0.9669324,-0.60922873,0
-0.18653664,0.83685815,-0.93597203,-0.918494,0
-0.7272062,0.3947675,-0.9675634,-0.5884651,0
-0.5506986,0.4391281,-0.965586,-0.78037727,1
-0.8137152,0.6926797,-0.93916225,-0.40100923,1
-0.6187828,0.47407225,-0.9645047,-0.5826957,1
-0.05547607,0.7030525,-0.9413497,-0.43308973,0
-0.62300515,0.73847634,-0.9418312,-0.48332813,1
-0.22375762,0.34371272,-0.98451406,-0.6909871,0
0.42118233,0.5184231,-0.9712191,-0.26631582,0
-0.67741346,0.56947887,-0.9538039,-0.5269951,1
0.1100263,0.5095649,-0.96689296,-0.31348276,0
-0.68006873,0.2922734,-0.9772801,-0.5761013,1
-0.7385497,0.46667764,-0.95935214,-0.5826934,0
-0.734416,0.75203526,-0.93968254,-0.35956812,1
-0.8518537,0.66470814,-0.9386169,-0.37223393,0
-0.20690939,0.29989538,-0.97899055,-0.14003918,0
-0.8952257,0.47536945,-0.956697,-0.13086978,1
-0.42185336,0.44317216,-0.96996784,-0.8595146,0
-0.74866354,0.46359515,-0.96040833,-0.4613066,1
-0.6962582,0.3426366,-0.972671,-0.5838336,0
-0.82307076,0.4416834,-0.9617062,-0.29650557,1
-0.80633974,0.48708984,-0.9571054,-0.3017343,1
-0.8417782,0.6797278,-0.93441844,-0.26296163,0
-0.69852984,0.32756233,-0.9721843,-0.6104952,0
-0.7999085,0.62808436,-0.9462606,-0.41195902,1
-0.82263756,0.7038951,-0.9397896,-0.23827614,1
-0.3664906,0.5954648,-0.9592188,-0.733622,0
-0.7656502,0.3676566,-0.96421075,-0.47614366,0
-0.6574712,0.42686313,-0.9636353,-0.640661,0
-0.8754102,0.5664444,-0.9483449,-0.25047222,1
-0.7472462,0.27483445,-0.97293025,-0.4594227,0
-0.8656565,0.5453389,-0.95148057,-0.25727582,1
-0.8103466,0.57879007,-0.95174867,-0.3145764,1
-0.6807887,0.51995474,-0.9568591,-0.50316185,0
-0.7644991,0.40603292,-0.9655397,-0.3323518,1
-0.8512424,0.5154599,-0.9536631,-0.28713816,1
-0.8899838,0.7304234,-0.93476427,-0.24974951,1
-0.64880973,0.32129008,-0.97555315,-0.7258475,0
-0.8383826,0.45161358,-0.96052253,-0.23851867,1
